Timestamp,Username,1. Age (in January 2025) ,2. Gender,3. Citizenship Status,4. What is your household's monthly income range?  ,5. Number of SPM subjects,6. Grades for each core SPM subjects  [Bahasa Melayu],6. Grades for each core SPM subjects  [Bahasa Inggeris],6. Grades for each core SPM subjects  [Sejarah],6. Grades for each core SPM subjects  [Matematik],"7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Islam]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Moral]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Matematik Tambahan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Fizik]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Kimia]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Biologi]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Prinsip Perakaunan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Ekonomi]",8. PAJSK Score (range: 0.00 – 10.00),"9. Top 5 Co-curricular Highest Achievements

Example:
- Gold Medalist in the International Mathematics Olympiad (IMO) 2023
- President of the Science & Innovation Club, Organized National STEM Fair 2022
- Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship
(Please continue in this format until you have listed 5 achievements.)","10. What is your CGPA for your pre-university program?
(e.g., Diploma, Foundation, Matrikulasi, or STPM)

Example: 
3.96","11. What is your CGPA for your first semester in degree study? 

Example: 
3.96  ",12. What is your current field of study?,"13. Are you currently receiving a merit-based scholarship (not a loan or PTPTN)?
(e.g., JPA, university excellence scholarship, state foundation scholarships, etc)"
2025/05/09 10:05:16 PM GMT+8,,23,Male,Malaysian,"RM10,971 - RM15,040",11,E,C+,B,C,None,E,B,E,None,D,None,B+,6.54,"; Committee Member of Eco Club
; Represented School in Drama
; Assistant Treasurer of Club
; Volunteer in Blood Donation Drive
; Class Monitor
",3.87,3.48,Law / Legal Studies,No
2025/05/09 10:06:23 PM GMT+8,,23,Male,Malaysian,"RM10,971 - RM15,040",11,E,C+,B,C,None,E,B,E,None,D,None,B+,6.54,"; Class Monitor
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Represented School in Drama
",2.52,3.24,Law / Legal Studies,No
2025/05/09 10:07:27 PM GMT+8,,22,Male,Malaysian,"RM10,971 - RM15,040",9,B+,C+,B+,C,D,None,C+,D,None,None,A-,A+,6.44,"; Represented School in Drama
; Class Monitor
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
",3.76,2.43,Economics / Public Policy,No
2025/05/09 10:08:35 PM GMT+8,,23,Male,Malaysian,"RM10,971 - RM15,040",8,B+,A,A-,A+,E,None,A+,None,None,None,D,E,7.53,"; Committee Member of Eco Club
; Assistant Treasurer of Club
; Volunteer in Blood Donation Drive
; Represented School in Drama
; Class Monitor
",2.53,3.68,Engineering,No
2025/05/09 10:09:48 PM GMT+8,,22,Male,Malaysian,"RM4,851 - RM7,100",8,A,E,A-,B+,G,None,C+,C,C,B+,None,A,8.1,"; Committee Member of Eco Club
; Assistant Treasurer of Club
; Represented School in Drama
; Volunteer in Blood Donation Drive
; Class Monitor
",3.33,2.4,Law / Legal Studies,No
2025/05/09 10:11:03 PM GMT+8,,20,Male,Malaysian,"RM4,851 - RM7,100",8,C,C+,G,A,B+,None,G,A+,None,None,E,None,4.68,"; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
; Class Monitor
; Assistant Treasurer of Club
; Represented School in Drama
",3.89,2.81,"Business, Management & Finance",No
2025/05/09 10:12:30 PM GMT+8,,22,Male,Malaysian,"Above RM15,040",10,C,E,C+,C,A,None,C+,C,A,G,None,C+,4.66,"; Booth Helper during Sports Day
; Participated in School Clean-up
; Joined Photography Club
; Attended Motivational Camp
; Member of Library Club
",3.33,2.94,Actuarial Science / Statistics,No
2025/05/09 10:13:37 PM GMT+8,,20,Male,Malaysian,"Above RM15,040",10,A,G,B,B+,A,None,C,None,None,None,A,B,6.95,"; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
; Class Monitor
; Assistant Treasurer of Club
; Represented School in Drama
",3.15,3.25,Computer Science & Information Technology,No
2025/05/09 10:15:06 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",8,C,E,A,G,None,C,C,A,None,None,None,E,5.43,"; Class Monitor
; Represented School in Drama
; Committee Member of Eco Club
; Assistant Treasurer of Club
; Volunteer in Blood Donation Drive
",5.43,2.9,Law / Legal Studies,No
2025/05/09 10:17:19 PM GMT+8,,20,Male,Malaysian,"RM7,101 - RM10,970",9,D,A,C+,B,D,None,B+,A-,C,G,C+,C,8.99,"; Assistant Treasurer of Club
; Represented School in Drama
; Class Monitor
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
",3.22,2.6,Engineering,No
2025/05/09 10:18:36 PM GMT+8,,21,Male,Malaysian,"RM7,101 - RM10,970",9,D,G,B+,C+,None,B,None,A,None,E,E,D,9.69,"; Joined Photography Club
; Participated in School Clean-up
; Member of Library Club
; Attended Motivational Camp
; Booth Helper during Sports Day
",3.51,2.54,Economics / Public Policy,No
2025/05/09 10:20:01 PM GMT+8,,21,Male,Malaysian,"RM7,101 - RM10,970",10,C,C,A,D,None,G,E,None,None,A+,None,E,7.77,"; Committee Member of Eco Club
; Assistant Treasurer of Club
; Class Monitor
; Represented School in Drama
; Volunteer in Blood Donation Drive
",3.47,2.38,"Business, Management & Finance",No
2025/05/09 10:21:11 PM GMT+8,,Others,Male,Malaysian,"RM10,971 - RM15,040",11,C+,C,A,A+,B,None,E,G,C+,G,None,A+,7.16,"; Volunteer in Blood Donation Drive
; Class Monitor
; Committee Member of Eco Club
; Assistant Treasurer of Club
; Represented School in Drama
",3.02,2.88,Economics / Public Policy,No
2025/05/09 10:22:40 PM GMT+8,,23,Male,Malaysian,"Above RM15,040",9,D,A,D,D,None,A,A,C+,None,None,B+,None,7.54,"; Booth Helper during Sports Day
; Participated in School Clean-up
; Joined Photography Club
; Attended Motivational Camp
; Member of Library Club
",3.44,2.62,Engineering,No
2025/05/09 10:24:10 PM GMT+8,,22,Male,Malaysian,"RM10,971 - RM15,040",8,G,B+,D,G,None,C,B+,A,E,C+,A,D,7.4,"; Volunteer in Blood Donation Drive
; Class Monitor
; Assistant Treasurer of Club
; Represented School in Drama
; Committee Member of Eco Club
",3.02,3.74,Accounting,No
2025/05/09 10:25:33 PM GMT+8,,22,Male,Malaysian,"RM7,101 - RM10,970",11,G,A,A-,C+,B+,None,A-,A-,C,None,None,D,8,"; Joined Photography Club
; Member of Library Club
; Participated in School Clean-up
; Booth Helper during Sports Day
; Attended Motivational Camp

",2.78,3.73,"Business, Management & Finance",No
2025/05/09 10:27:24 PM GMT+8,,22,Male,Malaysian,"RM7,101 - RM10,970",11,D,A-,B+,C,None,C,C,None,A-,A+,None,A+,6.01,"; Assistant Treasurer of Club
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
; Represented School in Drama
; Class Monitor
",3.32,2.49,Computer Science & Information Technology,No
2025/05/09 10:41:45 PM GMT+8,,20,Male,Malaysian,"Above RM15,040",10,C+,E,A+,D,C,None,B+,A+,C+,None,A+,None,5.8,"; Member of Library Club
; Booth Helper during Sports Day
; Participated in School Clean-up
; Joined Photography Club
; Attended Motivational Camp
",3.42,3.63,Computer Science & Information Technology,No
2025/05/09 10:42:47 PM GMT+8,,23,Male,Malaysian,"Below RM4,850",10,E,B,G,E,C+,None,None,G,E,None,None,C,9.55,"; Volunteer in Blood Donation Drive
; Represented School in Drama
; Assistant Treasurer of Club
; Committee Member of Eco Club
; Class Monitor
",2.72,2.85,"Business, Management & Finance",No
2025/05/09 10:43:59 PM GMT+8,,21,Male,Malaysian,"RM10,971 - RM15,040",9,G,B,C,C,None,A,A,B,None,None,D,A+,9.28,"; Committee Member of Eco Club
; Class Monitor
; Volunteer in Blood Donation Drive
; Represented School in Drama
; Assistant Treasurer of Club
",3.69,2.98,Law / Legal Studies,No
2025/05/09 10:44:59 PM GMT+8,,Others,Male,Malaysian,"RM4,851 - RM7,100",9,C+,B,C+,E,G,None,None,None,None,None,D,A-,6.93,"; Attended Motivational Camp
; Participated in School Clean-up
; Member of Library Club
; Booth Helper during Sports Day
; Joined Photography Club
",2.74,3.89,Computer Science & Information Technology,No
2025/05/09 10:46:09 PM GMT+8,,21,Male,Malaysian,"RM7,101 - RM10,970",9,C+,A-,A+,C,None,B+,A,None,D,G,D,C+,8.99,"; Participated in School Clean-up
; Joined Photography Club
; Member of Library Club
; Attended Motivational Camp
; Booth Helper during Sports Day
",3.07,3.54,Accounting,No
2025/05/09 10:47:56 PM GMT+8,,20,Male,Malaysian,"RM7,101 - RM10,970",9,B,A-,C,A-,A,None,A+,None,C+,None,None,C,7.89,"; Class Monitor
; Represented School in Drama
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
",3.63,3.3,Science & Mathematics,No
2025/05/09 10:49:19 PM GMT+8,,21,Male,Malaysian,"RM10,971 - RM15,040",9,A-,B+,B,E,E,None,G,A+,None,None,E,None,5.54,"; Class Monitor
; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Committee Member of Eco Club
; Represented School in Drama
",3.24,2.49,Computer Science & Information Technology,No
2025/05/09 10:50:50 PM GMT+8,,22,Male,Malaysian,"Above RM15,040",8,A+,C+,C+,A-,None,G,E,None,None,None,None,A,4.58,"; Represented School in Drama
; Committee Member of Eco Club
; Class Monitor
; Assistant Treasurer of Club
; Volunteer in Blood Donation Drive
",3.44,3.15,Law / Legal Studies,No
2025/05/09 10:52:23 PM GMT+8,,21,Male,Malaysian,"RM10,971 - RM15,040",8,E,E,G,A-,None,A,E,None,None,C+,A,C,8.51,"; Joined Photography Club
; Attended Motivational Camp
; Participated in School Clean-up
; Booth Helper during Sports Day
; Member of Library Club
",2.67,3.34,Law / Legal Studies,No
2025/05/09 10:53:35 PM GMT+8,,20,Male,Malaysian,"RM4,851 - RM7,100",8,A-,A+,A-,D,None,E,B,A-,None,None,None,A+,6.34,"; Participated in School Clean-up
; Booth Helper during Sports Day
; Member of Library Club
; Attended Motivational Camp
; Joined Photography Club
",3.57,3.28,"Business, Management & Finance",No
2025/05/09 10:54:39 PM GMT+8,,20,Male,Malaysian,"RM4,851 - RM7,100",8,A-,A+,A-,D,None,E,B,A-,None,None,None,A+,6.34,"; Represented School in Drama
; Assistant Treasurer of Club
; Committee Member of Eco Club
; Class Monitor
; Volunteer in Blood Donation Drive
",3.57,3.28,"Business, Management & Finance",No
2025/05/09 10:58:00 PM GMT+8,,23,Male,Malaysian,"RM7,101 - RM10,970",10,G,C+,A,E,A-,None,E,None,None,D,None,None,6.21,"; Attended Motivational Camp
; Participated in School Clean-up
; Member of Library Club
; Joined Photography Club
; Booth Helper during Sports Day
",2.94,3.63,"Business, Management & Finance",No
2025/05/09 10:59:46 PM GMT+8,,20,Male,Malaysian,"RM10,971 - RM15,040",9,A+,D,G,A-,None,A-,A,None,None,E,A+,D,6.5,"; Represented School in Drama
; Assistant Treasurer of Club
; Committee Member of Eco Club
; Class Monitor
; Volunteer in Blood Donation Drive
",2.98,3.63,Computer Science & Information Technology,No
2025/05/09 11:09:20 PM GMT+8,,23,Male,Malaysian,"RM4,851 - RM7,100",9,G,D,B+,E,A-,None,C,E,A+,None,C,None,8.5,"; National Debate Champion
; President of Robotics Club
; State-level Math Olympiad
; Best Prefect Award
; Lead Organizer of Innovation Fair
",2.66,3.2,Computer Science & Information Technology,No
2025/05/09 11:10:44 PM GMT+8,,21,Male,Malaysian,"RM10,971 - RM15,040",11,A-,B,A,A+,E,None,C+,A,E,C,G,A-,5.8,"; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Represented School in Drama
; Class Monitor
; Committee Member of Eco Club
",3.18,2.7,Engineering,No
2025/05/09 11:11:47 PM GMT+8,,Others,Male,Malaysian,"RM4,851 - RM7,100",10,G,A,A-,A,D,None,C,C+,None,B,A,B,9.05,"; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Represented School in Drama
; Class Monitor
; Committee Member of Eco Club
",2.64,2.72,Engineering,No
2025/05/09 11:12:57 PM GMT+8,,21,Male,Malaysian,"Above RM15,040",8,B,B,A-,A+,None,D,E,D,A-,A+,A,None,5.22,"; Assistant Treasurer of Club
; Committee Member of Eco Club
; Class Monitor
; Represented School in Drama
; Volunteer in Blood Donation Drive
",3.88,2.43,Accounting,No
2025/05/09 11:15:46 PM GMT+8,,21,Male,Malaysian,"Above RM15,040",8,B,B,A-,A+,None,D,E,D,A-,A+,A,None,5.22,"; Participated in School Clean-up
; Booth Helper during Sports Day
; Member of Library Club
; Attended Motivational Camp
; Joined Photography Club
",3.88,2.43,Accounting,No
2025/05/09 11:16:51 PM GMT+8,,20,Male,Malaysian,"RM10,971 - RM15,040",10,A,C+,A,A+,None,A+,G,C,C,None,B+,None,6.01,"; Participated in School Clean-up
; Joined Photography Club
; Attended Motivational Camp
; Booth Helper during Sports Day
; Member of Library Club
",3.25,3.8,Science & Mathematics,No
2025/05/09 11:18:10 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",9,A-,C,B+,E,E,None,None,None,None,E,None,G,7.26,"; Class Monitor
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
; Assistant Treasurer of Club
; Represented School in Drama
",3.4,2.35,Computer Science & Information Technology,No
2025/05/09 11:19:24 PM GMT+8,,23,Male,Malaysian,"RM7,101 - RM10,970",8,D,E,C+,G,A-,None,B+,A+,None,None,None,None,6.64,"; Represented School in Drama
; Assistant Treasurer of Club
; Committee Member of Eco Club
; Class Monitor
; Volunteer in Blood Donation Drive
",3.87,2.35,Engineering,No
2025/05/09 11:20:59 PM GMT+8,,23,Male,Malaysian,"Above RM15,040",10,G,B+,D,E,None,A-,A,G,E,C+,None,A-,6.37,"; Joined Photography Club
; Booth Helper during Sports Day
; Attended Motivational Camp
; Participated in School Clean-up
; Member of Library Club
",3.38,3.86,Engineering,No
2025/05/09 11:22:02 PM GMT+8,,23,Male,Malaysian,"Above RM15,040",10,A,C+,C,G,C+,None,A-,None,None,D,None,E,8.31,"; Member of Library Club
; Booth Helper during Sports Day
; Attended Motivational Camp
; Participated in School Clean-up
; Joined Photography Club
",2.96,3.47,Science & Mathematics,No
2025/05/09 11:23:04 PM GMT+8,,20,Male,Malaysian,"Below RM4,850",11,G,C,G,A+,G,None,G,G,D,A,D,A,9.02,"; Booth Helper during Sports Day
; Participated in School Clean-up
; Attended Motivational Camp
; Joined Photography Club
; Member of Library Club
",2.87,2.42,Others,No
2025/05/09 11:24:20 PM GMT+8,,21,Male,Malaysian,"Below RM4,850",10,A+,C,D,C,C,None,C,C,D,None,None,None,5.74,"; Class Monitor
; Committee Member of Eco Club
; Assistant Treasurer of Club
; Represented School in Drama
; Volunteer in Blood Donation Drive
",2.98,3.92,Law / Legal Studies,No
2025/05/09 11:25:28 PM GMT+8,,20,Male,Malaysian,"RM4,851 - RM7,100",10,A-,A,E,A,None,G,None,None,None,A-,C,A+,5.06,"; Represented School in Drama
; Assistant Treasurer of Club
; Class Monitor
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
",2.95,2.46,Accounting,No
2025/05/09 11:27:02 PM GMT+8,,22,Male,Malaysian,"RM10,971 - RM15,040",8,C+,A+,C,A,None,G,A,A-,G,G,A,C,7.09,"; Booth Helper during Sports Day
; Attended Motivational Camp
; Member of Library Club
; Joined Photography Club
; Participated in School Clean-up
",3.06,2.95,Economics / Public Policy,No
2025/05/09 11:28:06 PM GMT+8,,20,Male,Malaysian,"Below RM4,850",9,D,B,B+,B,A-,None,None,None,C+,None,G,A+,9.12,"; Assistant Treasurer of Club
; Class Monitor
; Volunteer in Blood Donation Drive
; Represented School in Drama
; Committee Member of Eco Club
",3.21,2.43,Accounting,No
2025/05/09 11:29:19 PM GMT+8,,23,Male,Malaysian,"Below RM4,850",9,E,G,G,A-,D,None,A-,None,None,C,C,A-,9.09,"; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Class Monitor
; Committee Member of Eco Club
; Represented School in Drama
",3.08,2.98,Actuarial Science / Statistics,No
2025/05/09 11:30:18 PM GMT+8,,21,Male,Malaysian,"RM7,101 - RM10,970",9,A+,G,G,E,None,A,A-,G,None,None,None,None,5.06,"; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Represented School in Drama
; Class Monitor
; Committee Member of Eco Club
",3.48,3.27,"Business, Management & Finance",No
2025/05/09 11:31:17 PM GMT+8,,22,Male,Malaysian,"RM4,851 - RM7,100",9,A-,G,G,C,C,None,None,B+,D,None,None,B,6.21,"; Class Monitor
; Committee Member of Eco Club
; Assistant Treasurer of Club
; Volunteer in Blood Donation Drive
; Represented School in Drama
",3.96,3.05,"Business, Management & Finance",No
2025/05/09 11:32:15 PM GMT+8,,23,Male,Malaysian,"RM7,101 - RM10,970",10,G,A,B+,D,C,None,None,None,None,None,None,B,8.4,"; Class Monitor
; Represented School in Drama
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
; Assistant Treasurer of Club
",2.79,3.72,Science & Mathematics,No
2025/05/09 11:33:32 PM GMT+8,,23,Male,Malaysian,"RM4,851 - RM7,100",8,A+,C+,B+,B,None,D,A,None,D,None,D,None,6.42,"; Joined Photography Club
; Booth Helper during Sports Day
; Participated in School Clean-up
; Attended Motivational Camp
; Member of Library Club
",2.54,2.38,Actuarial Science / Statistics,No
2025/05/09 11:34:40 PM GMT+8,,23,Male,Malaysian,"RM4,851 - RM7,100",10,B+,B+,B,C,A+,None,A-,None,None,B,None,None,8.42,"; Volunteer in Blood Donation Drive
; Class Monitor
; Represented School in Drama
; Assistant Treasurer of Club
; Committee Member of Eco Club
",2.88,3.09,"Business, Management & Finance",No
2025/05/09 11:36:23 PM GMT+8,,22,Male,Malaysian,"Above RM15,040",9,A,A+,D,C+,None,B,D,B,None,None,B,E,8.71,"; Volunteer in Blood Donation Drive
; Class Monitor
; Represented School in Drama
; Assistant Treasurer of Club
; Committee Member of Eco Club
",3.58,3.41,Engineering,No
2025/05/09 11:42:49 PM GMT+8,,Others,Male,Malaysian,"RM7,101 - RM10,970",11,C,C,A+,G,C+,None,None,E,None,C+,None,None,9.12,"; Member of Library Club
; Joined Photography Club
; Participated in School Clean-up
; Attended Motivational Camp
; Booth Helper during Sports Day
",2.69,2.74,Engineering,No
2025/05/10 11:40:36 AM GMT+8,,23,Male,Malaysian,"RM4,851 - RM7,100",11,C+,A,B+,C+,B,None,C+,G,A,G,None,None,7.1,"; Represented School in Drama
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Class Monitor
",3.12,3.78,Law / Legal Studies,No
2025/05/10 11:42:24 AM GMT+8,,20,Male,Malaysian,"RM4,851 - RM7,100",9,G,D,A-,C+,A,None,A-,A+,B,A-,None,A,5.21,"; Class Monitor
; Assistant Treasurer of Club
; Represented School in Drama
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
",3.07,2.36,Computer Science & Information Technology,No
2025/05/10 11:43:30 AM GMT+8,,20,Male,Malaysian,"RM7,101 - RM10,970",11,C+,E,B+,A+,B+,None,C+,A,G,A,None,B,7.01,"; Member of Library Club
; Booth Helper during Sports Day
; Joined Photography Club
; Attended Motivational Camp
; Participated in School Clean-up
",3.99,3.13,"Business, Management & Finance",No
2025/05/10 11:44:30 AM GMT+8,,23,Male,Malaysian,"RM4,851 - RM7,100",11,C,A+,B+,B+,B+,None,None,A-,A+,B,None,None,7.77,"; Attended Motivational Camp
; Member of Library Club
; Booth Helper during Sports Day
; Participated in School Clean-up
; Joined Photography Club
",3.53,3.01,Engineering,No
2025/05/10 11:45:35 AM GMT+8,,21,Male,Malaysian,"Above RM15,040",9,A-,B+,A+,B,None,A,B,None,None,A,None,None,6.05,"; Committee Member of Eco Club
; Class Monitor
; Assistant Treasurer of Club
; Volunteer in Blood Donation Drive
; Represented School in Drama
",3.75,3.95,"Business, Management & Finance",No
2025/05/10 11:46:48 AM GMT+8,,21,Male,Malaysian,"RM10,971 - RM15,040",9,A+,E,D,B+,None,C+,A+,None,None,None,None,A,8.79,"; Attended Motivational Camp
; Member of Library Club
; Joined Photography Club
; Participated in School Clean-up
; Booth Helper during Sports Day
",3.98,2.8,Law / Legal Studies,No
2025/05/10 11:47:44 AM GMT+8,,22,Male,Malaysian,"Below RM4,850",10,A+,B,C+,C+,None,A,A+,A-,None,None,C+,B,5.98,"; Attended Motivational Camp
; Booth Helper during Sports Day
; Joined Photography Club
; Member of Library Club
; Participated in School Clean-up
",3.1,3.94,Accounting,No
2025/05/10 11:48:52 AM GMT+8,,23,Male,Malaysian,"RM10,971 - RM15,040",10,A-,A,A-,A+,A,None,G,G,None,C,None,C+,9.24,"; Represented School in Drama
; Class Monitor
; Assistant Treasurer of Club
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive

",3.16,2.41,Economics / Public Policy,No
2025/05/10 11:50:04 AM GMT+8,,20,Male,Malaysian,"Above RM15,040",10,G,G,B+,C+,C,None,B+,C,E,None,None,A-,7.28,"; Class Monitor
; Assistant Treasurer of Club
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Represented School in Drama
",2.98,2.86,Science & Mathematics,No
2025/05/10 11:51:03 AM GMT+8,,21,Male,Malaysian,"Above RM15,040",9,C,C,B+,A,None,D,None,D,A,None,None,C,6.77,"; Assistant Treasurer of Club
; Committee Member of Eco Club
; Class Monitor
; Represented School in Drama
; Volunteer in Blood Donation Drive
",3.48,3.08,Computer Science & Information Technology,No
2025/05/10 11:52:12 AM GMT+8,,21,Male,Malaysian,"Below RM4,850",10,D,C+,E,G,None,C+,None,B+,C+,None,None,E,6.56,"; Attended Motivational Camp
; Member of Library Club
; Participated in School Clean-up
; Joined Photography Club
; Booth Helper during Sports Day
",3.73,3.56,Engineering,No
2025/05/10 11:55:22 AM GMT+8,,21,Male,Malaysian,"RM7,101 - RM10,970",10,B+,A,C,B+,None,B+,None,C,G,D,G,None,5.24,"; Class Monitor
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Represented School in Drama
",3.76,3.12,Computer Science & Information Technology,No
2025/05/10 11:56:25 AM GMT+8,,22,Male,Malaysian,"RM4,851 - RM7,100",10,A-,A-,A,C,None,E,None,G,None,None,C+,None,6.99,"; Represented School in Drama
; Assistant Treasurer of Club
; Class Monitor
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
",3.57,3.89,Science & Mathematics,No
2025/05/10 11:57:26 AM GMT+8,,22,Male,Malaysian,"RM4,851 - RM7,100",9,B,C+,A-,A-,None,A,None,G,C,None,None,None,9.33,"; Class Monitor
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Represented School in Drama
",3.07,2.39,Law / Legal Studies,No
2025/05/10 11:58:19 AM GMT+8,,20,Male,Malaysian,"RM7,101 - RM10,970",10,A-,B,B,A-,B,None,E,D,E,None,None,None,5.81,"; Booth Helper during Sports Day
; Attended Motivational Camp
; Joined Photography Club
; Member of Library Club
; Participated in School Clean-up
",3.94,3.96,Science & Mathematics,No
2025/05/10 11:59:36 AM GMT+8,,21,Male,Malaysian,"Above RM15,040",8,B,B+,G,D,C+,None,None,G,B+,A-,None,A-,8.54,"; Committee Member of Eco Club
; Class Monitor
; Assistant Treasurer of Club
; Represented School in Drama
; Volunteer in Blood Donation Drive
",3.33,2.52,"Business, Management & Finance",No
2025/05/10 12:00:56 PM GMT+8,,22,Male,Malaysian,"RM7,101 - RM10,970",8,D,A-,A+,A-,None,G,G,None,G,None,C+,None,9.76,"; Assistant Treasurer of Club
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Class Monitor
; Represented School in Drama
",3.31,2.99,Computer Science & Information Technology,No
